Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
19570122.5.3,Summary,1957-01-22,11:30:00,3,Arkansas,-,-,2,0,0,10,0.1,Mississippi,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,35.8,-90.2,-,-,1,,9,Unmodified
19570122.5.4,Summary,1957-01-22,13:15:00,3,Arkansas,-,-,2,0,0,10,3.8,Ashley,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.13,-92.03,33.17,-91.98,1,,11,Unmodified
19570403.5.6,Summary,1957-04-03,12:05:00,3,Arkansas,-,-,3,0,0,100,22.6,Greene,Craighead,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.8,-90.92,36.03,-90.63,1,,100,Unmodified
19570403.5.5,Summary,1957-04-03,12:05:00,3,Arkansas,-,-,2,0,0,10,0.1,Greene,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,36.07,-90.42,-,-,1,,99,Unmodified
19570403.5.7,Summary,1957-04-03,12:30:00,3,Arkansas,-,-,1,0,0,10,0.1,Mississippi,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,35.8,-90.17,-,-,1,,101,Unmodified
19570404.5.8,Summary,1957-04-04,17:30:00,3,Arkansas,-,-,1,0,0,20,0.3,Lonoke,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.7,-91.87,-,-,1,,113,Unmodified
19570407.5.9,Summary,1957-04-07,23:05:00,3,Arkansas,-,-,2,0,0,300,4.7,Scott,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.9,-94.1,34.95,-94.05,1,,134,Unmodified
19570423.5.10,Summary,1957-04-23,04:00:00,3,Arkansas,-,-,1,0,0,100,0.3,Pope,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,35.3,-93.13,-,-,1,,228,Unmodified
19570425.5.11,Summary,1957-04-25,23:59:00,3,Arkansas,-,-,3,0,0,313,0.5,Craighead,-,-,-,-,-,-,-,-,-,-,-,-,,35.8,-90.7,-,-,1,,254,Unmodified
19570511.5.12,Summary,1957-05-11,11:00:00,3,Arkansas,-,-,2,0,0,10,0.1,Logan,-,-,-,-,-,-,-,-,-,-,-,-,,35.32,-93.52,-,-,1,,295,Unmodified
19570513.5.13,Summary,1957-05-13,10:20:00,3,Arkansas,-,-,2,0,1,77,1,Little River,-,-,-,-,-,-,-,-,-,-,-,-,,33.67,-94.12,-,-,1,,300,Unmodified
19570513.5.14,Summary,1957-05-13,10:35:00,3,Arkansas,-,-,2,0,1,200,2,Howard,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.88,-93.92,-,-,1,,301,Unmodified
19570513.5.15,Summary,1957-05-13,11:20:00,3,Arkansas,-,-,2,0,0,50,0.1,Pike,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.03,-93.52,-,-,1,,304,Unmodified
19570513.5.16,Summary,1957-05-13,11:45:00,3,Arkansas,-,-,3,0,0,880,14.7,Hot Spring,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.22,-93,34.37,-92.82,1,,308,Unmodified
19570513.5.17,Summary,1957-05-13,12:50:00,3,Arkansas,-,-,3,1,18,63,17.5,Faulkner,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.07,-92.47,35.32,-92.43,1,,311,Unmodified
19570513.5.18,Summary,1957-05-13,14:00:00,3,Arkansas,-,-,2,0,1,400,2,Izard,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.2,-91.92,-,-,1,,313,Unmodified
19570523.5.19,Summary,1957-05-23,16:36:00,3,Arkansas,-,-,2,0,0,880,4.6,Columbia,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.35,-93.22,33.42,-93.22,1,,424,Unmodified
19570523.5.20,Summary,1957-05-23,17:30:00,3,Arkansas,-,-,0,0,0,440,0.5,Howard,-,-,-,-,-,-,-,-,-,-,-,-,,34.1,-94,-,-,1,,426,Unmodified
19570523.5.21,Summary,1957-05-23,19:20:00,3,Arkansas,-,-,3,0,0,27,5.2,Drew,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.62,-91.83,33.65,-91.75,1,,427,Unmodified
19570525.5.22,Summary,1957-05-25,06:00:00,3,Arkansas,-,-,0,0,0,10,0.1,Garland,-,-,-,-,-,-,-,-,-,-,-,-,,34.6,-93.1,-,-,1,,464,Unmodified
19570525.5.23,Summary,1957-05-25,06:06:00,3,Arkansas,-,-,0,0,0,10,0.1,Garland,-,-,-,-,-,-,-,-,-,-,-,-,,34.6,-93.1,-,-,1,,465,Unmodified
19570613.5.24,Summary,1957-06-13,18:25:00,3,Arkansas,-,-,2,0,0,27,1,Faulkner,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,35.37,-92.4,-,-,1,,552,Unmodified
19570613.5.25,Summary,1957-06-13,18:30:00,3,Arkansas,-,-,2,0,0,440,4.5,Faulkner,-,-,-,-,-,-,-,-,-,-,-,-,,35.32,-92.43,35.35,-92.37,1,,554,Unmodified
19571219.5.26,Summary,1957-12-19,12:44:00,3,Arkansas,-,-,4,2,9,10,17.7,Columbia,Ouachita,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.35,-93.25,33.52,-93.02,1,,847,Unmodified
19571219.5.27,Summary,1957-12-19,15:40:00,3,Arkansas,-,-,3,0,0,100,3.8,Jefferson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.38,-91.95,34.43,-91.92,1,,849,Unmodified
19580403.5.1,Summary,1958-04-03,12:15:00,3,Arkansas,-,-,2,0,0,10,0.1,Searcy,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.9,-92.6,-,-,1,,55,Unmodified
19580420.5.2,Summary,1958-04-20,15:00:00,3,Arkansas,-,-,1,0,0,10,0.1,Drew,-,-,-,-,-,-,-,-,-,-,-,<$50,,33.77,-91.47,-,-,1,,90,Unmodified
19580705.5.3,Summary,1958-07-05,15:00:00,3,Arkansas,-,-,0,0,0,10,0.1,Jackson,-,-,-,-,-,-,-,-,-,-,-,<$50,,35.62,-91.27,-,-,1,,341,Unmodified
19580916.5.4,Summary,1958-09-16,16:30:00,3,Arkansas,-,-,0,0,0,10,0.1,St. Francis,-,-,-,-,-,-,-,-,-,-,-,-,,34.95,-91.12,-,-,1,,502,Unmodified
19581114.5.5,Summary,1958-11-14,19:00:00,3,Arkansas,-,-,1,0,0,10,10,Conway,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.28,-92.83,35.23,-92.67,1,,522,Unmodified
19581115.5.6,Summary,1958-11-15,15:45:00,3,Arkansas,-,-,1,0,0,10,0.5,Cleburne,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,35.4,-92.03,-,-,1,,524,Unmodified
19581117.5.7,Summary,1958-11-17,14:30:00,3,Arkansas,-,-,2,0,0,10,8.6,Hot Spring,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.32,-93.3,34.32,-93.15,1,,561,Unmodified
19590314.5.3,Summary,1959-03-14,20:25:00,3,Arkansas,-,-,2,0,0,833,9.1,Independence,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.77,-91.57,35.82,-91.42,1,,44,Unmodified
19590314.5.2,Summary,1959-03-14,20:30:00,3,Arkansas,-,-,2,1,7,417,11.9,Garland,Saline,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.57,-92.82,34.73,-92.78,1,,45,Unmodified
19590314.5.1,Summary,1959-03-14,20:30:00,3,Missouri,Arkansas,-,2,1,15,417,11,Howell,Fulton,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.47,-91.85,36.58,-91.72,2,,46,Unmodified
19590314.5.1,State,1959-03-14,20:30:00,3,Arkansas,,,2,1,15,417,3.6,Fulton,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.47,-91.85,36.5,-91.8,2,,46,Unmodified
19590314.5.1,State,1959-03-14,20:30:00,3,Missouri,,,2,0,0,50,7.3,Howell,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.5,-91.8,36.58,-91.72,2,,46,Unmodified
19590314.5.4,Summary,1959-03-14,21:15:00,3,Arkansas,-,-,3,1,3,33,18,Faulkner,White,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.05,-92.22,35.13,-91.92,1,,47,Unmodified
19590331.5.5,Summary,1959-03-31,23:00:00,3,Arkansas,-,-,3,0,0,300,2,Logan,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.3,-93.75,-,-,1,,79,Unmodified
19590419.5.6,Summary,1959-04-19,18:33:00,3,Arkansas,-,-,0,0,0,10,0.1,Sebastian,-,-,-,-,-,-,-,-,-,-,-,-,,35.32,-94.42,-,-,1,,99,Unmodified
19590427.5.7,Summary,1959-04-27,22:00:00,3,Arkansas,-,-,0,0,0,100,1,Van Buren,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.58,-92.48,-,-,1,,104,Unmodified
19590611.5.8,Summary,1959-06-11,09:45:00,3,Arkansas,-,-,0,0,0,10,0.1,Pope,-,-,-,-,-,-,-,-,-,-,-,-,,35.5,-93.1,-,-,1,,361,Unmodified
19590926.5.9,Summary,1959-09-26,18:20:00,3,Arkansas,Tennessee,-,3,0,21,667,35.2,Poinsett,Mississippi,Lauderdale,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.6,-90.3,35.78,-89.73,2,,543,Unmodified
19590926.5.9,State,1959-09-26,18:20:00,3,Arkansas,,,3,0,14,667,11.5,Poinsett,Mississippi,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.6,-90.3,35.72,-90.15,2,,543,Unmodified
19590926.5.9,State,1959-09-26,19:05:00,3,Tennessee,,,3,0,7,667,23.7,Lauderdale,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.72,-90.15,35.78,-89.73,2,,543,Unmodified
19600114.5.1,Summary,1960-01-14,12:15:00,3,Arkansas,-,-,1,0,0,17,6.1,Faulkner,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,35.18,-92.45,35.23,-92.37,1,,7,Unmodified
19600204.5.2,Summary,1960-02-04,19:15:00,3,Arkansas,-,-,1,0,2,83,6.4,White,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.3,-91.58,35.37,-91.5,1,,13,Unmodified
19600209.5.3,Summary,1960-02-09,19:25:00,3,Arkansas,-,-,0,0,0,250,2,Clark,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.12,-93.08,-,-,1,,16,Unmodified
19600209.5.4,Summary,1960-02-09,20:45:00,3,Arkansas,-,-,3,0,10,100,3.8,Woodruff,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.35,-91.32,35.4,-91.28,1,,19,Unmodified
19600414.5.5,Summary,1960-04-14,16:40:00,3,Arkansas,-,-,1,0,0,600,7.9,Montgomery,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.48,-93.73,34.52,-93.6,1,,76,Unmodified
19600414.5.6,Summary,1960-04-14,17:45:00,3,Arkansas,-,-,3,0,3,833,13.6,Crawford,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.47,-94.28,35.52,-94.05,1,,77,Unmodified
19600414.5.7,Summary,1960-04-14,21:00:00,3,Arkansas,-,-,3,0,0,100,2,Johnson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.47,-93.4,-,-,1,,78,Unmodified
19600504.5.8,Summary,1960-05-04,21:00:00,3,Arkansas,-,-,2,0,0,417,1,Jackson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.55,-91.17,-,-,1,,159,Unmodified
19600505.5.9,Summary,1960-05-05,04:00:00,3,Arkansas,-,-,2,0,0,417,0.8,Faulkner,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.2,-92.2,-,-,1,,165,Unmodified
19600505.5.10,Summary,1960-05-05,21:30:00,3,Arkansas,-,-,2,0,1,10,16.9,Washington,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.82,-94.2,36,-94,1,,189,Unmodified
19600505.5.12,Summary,1960-05-05,22:45:00,3,Arkansas,-,-,2,0,1,167,13.2,Madison,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.12,-93.92,36.15,-93.68,1,,193,Unmodified
19600505.5.11,Summary,1960-05-05,23:30:00,3,Arkansas,-,-,2,0,2,100,2,Johnson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.35,-93.33,-,-,1,,194,Unmodified
19600506.5.13,Summary,1960-05-06,01:00:00,3,Arkansas,-,-,3,1,30,300,26.7,Conway,Faulkner,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,35.1,-92.62,35.32,-92.23,1,,197,Unmodified
19600506.5.14,Summary,1960-05-06,01:30:00,3,Arkansas,-,-,2,0,4,333,8.2,Van Buren,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,35.45,-92.5,35.52,-92.38,1,,198,Unmodified
19600506.5.15,Summary,1960-05-06,01:35:00,3,Arkansas,-,-,1,0,0,500,3.3,Pulaski,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.72,-92.33,34.75,-92.3,1,,199,Unmodified
19600506.5.16,Summary,1960-05-06,02:00:00,3,Arkansas,-,-,2,0,0,200,10.3,Pulaski,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.55,-92.33,34.63,-92.18,1,,200,Unmodified
19600506.5.17,Summary,1960-05-06,02:15:00,3,Arkansas,-,-,2,0,2,320,2.6,Nevada,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.8,-93.45,-,-,1,,201,Unmodified
19600506.5.18,Summary,1960-05-06,03:15:00,3,Arkansas,-,-,2,0,0,10,19.3,Cleveland,Lincoln,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.87,-92.28,33.97,-91.97,1,,202,Unmodified
19600506.5.19,Summary,1960-05-06,14:00:00,3,Arkansas,-,-,2,0,3,500,14.6,White,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,35.13,-91.92,35.25,-91.7,1,,207,Unmodified
19600506.5.20,Summary,1960-05-06,16:00:00,3,Arkansas,-,-,1,0,0,100,14,Mississippi,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.85,-90.1,36,-89.93,1,,208,Unmodified
19600516.5.21,Summary,1960-05-16,10:00:00,3,Arkansas,-,-,1,0,0,500,5.4,Benton,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.17,-94.58,36.23,-94.53,1,,226,Unmodified
19600518.5.22,Summary,1960-05-18,21:00:00,3,Arkansas,-,-,2,0,0,1760,3.8,Johnson,-,-,-,-,-,-,-,-,-,-,-,-,,35.53,-93.33,35.55,-93.27,1,,252,Unmodified
19600519.5.23,Summary,1960-05-19,01:00:00,3,Arkansas,-,-,1,0,0,417,8.7,Conway,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.4,-92.72,35.37,-92.57,1,,256,Unmodified
19600610.5.24,Summary,1960-06-10,15:05:00,3,Arkansas,-,-,2,0,0,833,3,Hempstead,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,33.52,-93.55,33.55,-93.52,1,,363,Unmodified
19600626.5.25,Summary,1960-06-26,16:00:00,3,Arkansas,-,-,1,0,0,200,1.5,Garland,-,-,-,-,-,-,-,-,-,-,-,-,,34.5,-93.15,-,-,1,,434,Unmodified
19600724.5.26,Summary,1960-07-24,13:00:00,3,Arkansas,-,-,1,0,0,1500,2.7,Arkansas,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.12,-91.37,34.13,-91.33,1,,489,Unmodified
19600808.5.27,Summary,1960-08-08,15:06:00,3,Arkansas,-,-,1,0,0,10,0.1,Independence,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,35.65,-91.43,-,-,1,,517,Unmodified
19601115.5.28,Summary,1960-11-15,20:00:00,3,Arkansas,-,-,1,0,0,10,0.1,Scott,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.77,-94.4,-,-,1,,602,Unmodified
19610305.5.1,Summary,1961-03-05,16:00:00,3,Arkansas,-,-,2,0,0,10,30,Jackson,Poinsett,Craighead,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.4,-91.23,35.72,-90.87,1,,39,Unmodified
19610305.5.2,Summary,1961-03-05,16:05:00,3,Arkansas,-,-,1,0,0,417,2.3,Lonoke,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.78,-91.7,34.82,-91.7,1,,40,Unmodified
19610312.5.3,Summary,1961-03-12,16:00:00,3,Arkansas,-,-,1,0,0,10,3.3,Benton,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.45,-93.98,36.48,-93.93,1,,77,Unmodified
19610312.5.4,Summary,1961-03-12,16:45:00,3,Arkansas,-,-,2,0,0,200,13.2,Polk,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.58,-94.08,34.7,-93.9,1,,78,Unmodified
19610312.5.5,Summary,1961-03-12,17:15:00,3,Arkansas,-,-,2,0,14,300,1,Carroll,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.48,-93.8,-,-,1,,79,Unmodified
19610312.5.6,Summary,1961-03-12,17:40:00,3,Arkansas,-,-,2,1,18,17,28.8,Franklin,Johnson,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.45,-93.75,35.63,-93.37,1,,82,Unmodified
19610312.5.7,Summary,1961-03-12,17:50:00,3,Arkansas,-,-,3,0,0,100,5.4,Pulaski,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.6,-92.2,34.63,-92.12,1,,83,Unmodified
19610312.5.8,Summary,1961-03-12,18:00:00,3,Arkansas,-,-,2,0,4,333,19,Boone,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,36.27,-93.23,36.5,-93.05,1,,84,Unmodified
19610312.5.9,Summary,1961-03-12,18:00:00,3,Arkansas,-,-,2,0,0,417,2,Perry,Yell,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.87,-93.2,-,-,1,,86,Unmodified
19610312.5.10,Summary,1961-03-12,18:00:00,3,Arkansas,-,-,2,0,0,417,2,Perry,-,-,-,-,-,-,-,-,-,-,-,-,,34.87,-92.97,-,-,1,,88,Unmodified
19610312.5.11,Summary,1961-03-12,18:00:00,3,Arkansas,-,-,2,0,12,417,34.2,Pulaski,Faulkner,White,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.92,-92.62,35.15,-92.08,1,,89,Unmodified
19610312.5.12,Summary,1961-03-12,18:30:00,3,Arkansas,-,-,1,0,0,250,19.8,Marion,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,36.17,-92.82,36.38,-92.58,1,,91,Unmodified
19610312.5.13,Summary,1961-03-12,19:00:00,3,Arkansas,-,-,2,0,2,833,18.8,Searcy,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.75,-92.85,35.92,-92.58,1,,93,Unmodified
19610312.5.14,Summary,1961-03-12,19:35:00,3,Arkansas,-,-,1,0,0,50,2,Clark,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.18,-93.13,-,-,1,,95,Unmodified
19610312.5.15,Summary,1961-03-12,20:30:00,3,Arkansas,-,-,1,0,0,333,9.2,Grant,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.28,-92.55,34.33,-92.4,1,,97,Unmodified
19610312.5.16,Summary,1961-03-12,20:30:00,3,Arkansas,-,-,3,0,12,300,5.1,Woodruff,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.28,-91.32,35.33,-91.25,1,,98,Unmodified
19610312.5.18,Summary,1961-03-12,21:00:00,3,Arkansas,-,-,1,0,0,417,15.1,Poinsett,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.48,-90.98,35.57,-90.73,1,,100,Unmodified
19610312.5.17,Summary,1961-03-12,21:00:00,3,Arkansas,-,-,1,0,0,417,0.1,Newton,-,-,-,-,-,-,-,-,-,-,-,-,,35.95,-93.07,-,-,1,,99,Unmodified
19610326.5.19,Summary,1961-03-26,23:30:00,3,Arkansas,-,-,2,0,6,333,1.5,Arkansas,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.48,-91.55,-,-,1,,136,Unmodified
19610505.5.20,Summary,1961-05-05,20:30:00,3,Arkansas,-,-,2,1,4,50,1,Pope,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.45,-93.13,-,-,1,,255,Unmodified
19610505.5.21,Summary,1961-05-05,21:00:00,3,Arkansas,-,-,2,0,6,300,2,Garland,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.52,-93.13,-,-,1,,256,Unmodified
19610505.5.22,Summary,1961-05-05,22:30:00,3,Arkansas,-,-,1,0,3,833,2.5,Faulkner,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.07,-92.43,-,-,1,,257,Unmodified
19610506.5.23,Summary,1961-05-06,00:15:00,3,Arkansas,-,-,1,0,3,200,1,Pulaski,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.63,-92.25,-,-,1,,258,Unmodified
19610506.5.24,Summary,1961-05-06,23:30:00,3,Arkansas,-,-,2,2,6,300,1.5,White,Independence,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.53,-91.58,-,-,1,,266,Unmodified
19610506.5.25,Summary,1961-05-06,23:56:00,3,Arkansas,-,-,2,0,0,200,5.6,Independence,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.65,-91.43,35.7,-91.35,1,,268,Unmodified
19610507.5.26,Summary,1961-05-07,01:00:00,3,Arkansas,-,-,3,3,9,1760,14.2,Marion,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,36.12,-92.78,36.3,-92.67,1,,270,Unmodified
19610507.5.27,Summary,1961-05-07,02:00:00,3,Arkansas,-,-,2,0,0,333,10.8,Searcy,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.07,-92.87,36.12,-92.68,1,,272,Unmodified
19610507.5.28,Summary,1961-05-07,02:15:00,3,Arkansas,Missouri,-,3,0,10,333,43.8,Marion,Ozark,Howell,-,-,-,-,-,-,-,-,-,$500K-$5M,,36.2,-92.5,36.63,-91.97,2,,273,Unmodified
19610507.5.28,State,1961-05-07,02:15:00,3,Arkansas,,,3,0,1,333,23.5,Marion,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,36.2,-92.5,36.5,-92.3,2,,273,Unmodified
19610507.5.28,State,1961-05-07,03:00:00,3,Missouri,,,3,0,9,333,20.3,Ozark,Howell,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,36.5,-92.3,36.63,-91.97,2,,273,Unmodified
19610508.5.29,Summary,1961-05-08,05:00:00,3,Arkansas,-,-,2,0,0,10,1.5,Searcy,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.03,-92.8,-,-,1,,295,Unmodified
19610508.5.30,Summary,1961-05-08,08:30:00,3,Arkansas,-,-,1,0,0,100,0.3,Hot Spring,-,-,-,-,-,-,-,-,-,-,-,-,,34.2,-92.73,-,-,1,,296,Unmodified
19610508.5.31,Summary,1961-05-08,19:20:00,3,Arkansas,-,-,1,0,0,200,4.3,Independence,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.82,-91.6,35.85,-91.53,1,,300,Unmodified
19610514.5.32,Summary,1961-05-14,14:00:00,3,Arkansas,-,-,1,0,0,100,0.1,Randolph,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.18,-90.97,-,-,1,,313,Unmodified
19610514.5.33,Summary,1961-05-14,16:20:00,3,Arkansas,-,-,2,0,0,417,5.9,Arkansas,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.5,-91.6,34.55,-91.52,1,,314,Unmodified
19610912.22.17,Summary,1961-09-12,15:00:00,3,Louisiana,Arkansas,-,2,0,0,100,7.1,Union,Union,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,32.97,-92.6,33.02,-92.62,2,,611,Unmodified
19610912.22.17,State,1961-09-12,15:00:00,3,Arkansas,,,2,0,0,10,3,Union,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33,-92.65,33.02,-92.62,2,,611,Unmodified
19610912.22.17,State,1961-09-12,15:00:00,3,Louisiana,,,2,0,0,100,4.1,Union,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,32.97,-92.6,33,-92.65,2,,611,Unmodified
19611102.5.35,Summary,1961-11-02,09:20:00,3,Arkansas,-,-,2,0,0,100,1.5,Logan,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,35.3,-93.7,-,-,1,,648,Unmodified
19611102.5.36,Summary,1961-11-02,14:15:00,3,Arkansas,-,-,1,0,0,10,0.1,Union,-,-,-,-,-,-,-,-,-,-,-,-,,33.2,-92.65,-,-,1,,652,Unmodified
19611122.5.37,Summary,1961-11-22,13:30:00,3,Arkansas,-,-,0,0,0,250,0.3,Bradley,-,-,-,-,-,-,-,-,-,-,-,-,,33.6,-92.02,-,-,1,,666,Unmodified
19620214.5.1,Summary,1962-02-14,22:00:00,3,Arkansas,-,-,1,0,0,10,0.1,Faulkner,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.2,-92.2,-,-,1,,16,Unmodified
19620320.5.2,Summary,1962-03-20,19:15:00,3,Arkansas,-,-,2,0,0,417,7.8,Madison,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,36.15,-93.88,36.12,-93.75,1,,44,Unmodified
19620320.5.3,Summary,1962-03-20,19:30:00,3,Arkansas,-,-,2,0,2,300,0.5,Newton,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.02,-93.35,-,-,1,,45,Unmodified
19620430.5.4,Summary,1962-04-30,18:22:00,3,Arkansas,-,-,2,0,2,417,2,Columbia,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.2,-93.03,-,-,1,,112,Unmodified
19620603.5.5,Summary,1962-06-03,18:30:00,3,Arkansas,-,-,0,0,0,10,0.1,Lonoke,-,-,-,-,-,-,-,-,-,-,-,-,,34.78,-91.9,-,-,1,,336,Unmodified
19620908.5.6,Summary,1962-09-08,14:00:00,3,Arkansas,-,-,1,0,0,40,1.5,Independence,-,-,-,-,-,-,-,-,-,-,-,-,,35.63,-91.47,-,-,1,,624,Unmodified
19630316.5.1,Summary,1963-03-16,12:30:00,3,Arkansas,-,-,2,0,0,440,5.4,Lafayette,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.25,-93.6,33.28,-93.52,1,,47,Unmodified
19630620.5.2,Summary,1963-06-20,19:10:00,3,Arkansas,-,-,0,0,0,27,2.5,Arkansas,-,-,-,-,-,-,-,-,-,-,-,-,,34.52,-91.55,-,-,1,,301,Unmodified
19640124.5.1,Summary,1964-01-24,14:42:00,3,Arkansas,-,-,2,0,2,300,8.1,Greene,Clay,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,36.18,-90.38,36.27,-90.28,1,,6,Unmodified
19640124.5.2,Summary,1964-01-24,14:45:00,3,Arkansas,-,-,0,0,0,10,0.1,Mississippi,-,-,-,-,-,-,-,-,-,-,-,-,,35.93,-90.2,-,-,1,,7,Unmodified
19640124.5.3,Summary,1964-01-24,15:00:00,3,Arkansas,-,-,0,0,0,10,0.1,Marion,-,-,-,-,-,-,-,-,-,-,-,-,,36.27,-92.6,-,-,1,,8,Unmodified
